District,Seat,Constituency_title,Candidate_Name,Party,Votes,Total_Valid_Votes,Total_Rejected_Votes,Total_Votes,Total_Registered_Voters,Turnout
Sialkot,Sialkot-III,NA-112,Mr Usman Javaid Ghumman,Independent,96,153701,5400,159101,324531,49.02
Sialkot,Sialkot-III,NA-112,Mr Umar Ahmad Ghuman,Pakistan Muslim League(QA),68468,153701,5400,159101,324531,49.02
Sialkot,Sialkot-III,NA-112,Mr Qaiser Iqbal Baryar,Independent,219,153701,5400,159101,324531,49.02
Sialkot,Sialkot-III,NA-112,Mr Muhammad Sharif Chaudhary,Pakistan Awami Tehreek,4477,153701,5400,159101,324531,49.02
Sialkot,Sialkot-III,NA-112,Mr Muhammad Nazir Cheema,Independent,694,153701,5400,159101,324531,49.02
Sialkot,Sialkot-IV,NA-113,Ch Abdul Sattar,Independent,394,141439,5323,146762,344117,42.65
Sialkot,Sialkot-IV,NA-113,Mr Ali Asjad Malhi,Pakistan Muslim League(QA),50592,141439,5323,146762,344117,42.65
Sialkot,Sialkot-IV,NA-113,Col ® Sultan Sikandar Ghuman,Pakistan Peoples Party Parliamentarians,45706,141439,5323,146762,344117,42.65
Sialkot,Sialkot-IV,NA-113,Col ® Zafar Hussain Gil,Pakistan Muslim League(N),44215,141439,5323,146762,344117,42.65
Sialkot,Sialkot-V,NA-114,Mr Khairat Hussain Chaudhary,Independent,779,157229,5797,163026,342003,47.67
Sialkot,Sialkot-V,NA-114,Mr Zahid Hamid Khan,Pakistan Muslim League(QA),73529,157229,5797,163026,342003,47.67
Sialkot,Sialkot-V,NA-114,Mr Ghulam Abbas,Pakistan Peoples Party Parliamentarians,64749,157229,5797,163026,342003,47.67
Narowal,Narowal-I,NA-115,Chaudhary Muhammad Rafique,Pakistan Muslim League(N),8404,100282,4559,104841,237486,44.15
Narowal,Narowal-I,NA-115,Hafiz Muhammad Tahir Aslam,Muttahidda Majlis-e-Amal Pakistan,7428,100282,4559,104841,237486,44.15
Narowal,Narowal-I,NA-115,Sumaira Yasser Rasheed,Independent,27316,100282,4559,104841,237486,44.15
Narowal,Narowal-I,NA-115,Mr Abdul Razaq Chaudhary,Awami Qiadat Party,1001,100282,4559,104841,237486,44.15
Narowal,Narowal-I,NA-115,Mr Muhammad Nasir Khan,Pakistan Muslim League(QA),32104,100282,4559,104841,237486,44.15
Narowal,Narowal-I,NA-115,Mr Musarrat Mansoor Khan,Independent,591,100282,4559,104841,237486,44.15
Narowal,Narowal-I,NA-115,Mr Mansoor Sarwar Khan,Independent,11834,100282,4559,104841,237486,44.15
Narowal,Narowal-II,NA-116,Chaudhry Hassan Nizami Advocate,Muttahidda Majlis-e-Amal Pakistan,2260,105735,6190,111925,264030,42.39
Narowal,Narowal-II,NA-116,Mr Daniyal Aziz Chaudhry,Pakistan Muslim League(QA),41857,105735,6190,111925,264030,42.39
Narowal,Narowal-II,NA-116,Mr Attia Afzal Chaudhry,Independent,845,105735,6190,111925,264030,42.39
Narowal,Narowal-II,NA-116,Mr Faisal Manzoor Rahim,Pakistan Muslim League(N),10039,105735,6190,111925,264030,42.39
Narowal,Narowal-II,NA-116,Mr Mubarik Ali,Pakistan Awami Tehreek,9235,105735,6190,111925,264030,42.39
Narowal,Narowal-II,NA-116,Mr Muhammad Khalid Chaudhry,Pakistan Peoples Party Parliamentarians,2283,105735,6190,111925,264030,42.39
Narowal,Narowal-II,NA-116,Mr Muhammad Tariq Anees,Independent,37145,105735,6190,111925,264030,42.39
Narowal,Narowal-III,NA-117,Ch Anwar-ul-Haq,Pakistan Peoples Party Parliamentarians,16075,101082,3746,104828,226808,46.22
Narowal,Narowal-III,NA-117,Ch Usman Zia,Independent,599,101082,3746,104828,226808,46.22
Narowal,Narowal-III,NA-117,Mr Khan Abdul Qayyum Khan,Pakistan Awami Tehreek,1027,101082,3746,104828,226808,46.22
Narowal,Narowal-III,NA-117,Riffat Javed,Pakistan Muslim League(QA),49367,101082,3746,104828,226808,46.22
Narowal,Narowal-III,NA-117,Mr Muhammad Shahid Zia,National People Party Worker Group,316,101082,3746,104828,226808,46.22
Lahore,Lahore-I,NA-118,Mr Inam Ullah Khan,Independent,460,69879,1327,71206,243707,29.22
Lahore,Lahore-I,NA-118,Chaudhry Abdul Qadir,Pakistan Peoples Party Parliamentarians,16855,69879,1327,71206,243707,29.22
Lahore,Lahore-I,NA-118,Hafiz Salman Butt,Independent,25484,69879,1327,71206,243707,29.22
Lahore,Lahore-I,NA-118,Hafiz Abdul Wadood Shahid,Muttahidda Majlis-e-Amal Pakistan,2728,69879,1327,71206,243707,29.22
Lahore,Lahore-I,NA-118,Mr Muhammad Javed Awan,Independent,618,69879,1327,71206,243707,29.22
Lahore,Lahore-I,NA-118,Mian Rafi Khawar,Independent,207,69879,1327,71206,243707,29.22
Lahore,Lahore-I,NA-118,Mian Muhammad Azhar,Pakistan Muslim League(QA),21641,69879,1327,71206,243707,29.22
Lahore,Lahore-I,NA-118,Mr Noor Alam Qurashi,Qaumi Jamhoori Party,104,69879,1327,71206,243707,29.22
Lahore,Lahore-II,NA-119,Mr Jahangir Bader,Pakistan Peoples Party Parliamentarians,21193,75965,971,76936,280155,27.46
Lahore,Lahore-II,NA-119,Hafiz Sulman Butt,Independent,146,75965,971,76936,280155,27.46
Lahore,Lahore-II,NA-119,Khawaja Saad Rafique,Pakistan Muslim League(N),43166,75965,971,76936,280155,27.46
Lahore,Lahore-II,NA-119,Khawaja Tahir Zia,Independent,83,75965,971,76936,280155,27.46
Lahore,Lahore-II,NA-119,Dr Asad Ashraf,Independent,31,75965,971,76936,280155,27.46
Lahore,Lahore-II,NA-119,Dr Anwar Sajjad,Pakistan Muslim League(J),357,75965,971,76936,280155,27.46
Lahore,Lahore-II,NA-119,Mr Tariq Mehmood Chughtai Advocate,Independent,87,75965,971,76936,280155,27.46
Lahore,Lahore-II,NA-119,Mr Amir Ayub,Independent,100,75965,971,76936,280155,27.46
Lahore,Lahore-II,NA-119,Malik Hamid Sarfraz,Independent,180,75965,971,76936,280155,27.46
Lahore,Lahore-II,NA-119,Mian Zahid Anwar,Pakistan Tehreek-e-Insaf,1761,75965,971,76936,280155,27.46
Lahore,Lahore-II,NA-119,Mian Abdul Sattar,Pakistan Muslim League(QA),8444,75965,971,76936,280155,27.46
Lahore,Lahore-III,NA-120,Hafiz Salman Butt,Independent,203,71987,819,72806,232800,31.27
Lahore,Lahore-III,NA-120,Sh Iffat Ullah,Independent,471,71987,819,72806,232800,31.27
Lahore,Lahore-III,NA-120,Mr Abdul Rashid Bhatti,Pakistan Tehreek-e-Insaf,2526,71987,819,72806,232800,31.27
Lahore,Lahore-III,NA-120,Mr Abdul Sattar,Independent,98,71987,819,72806,232800,31.27
Lahore,Lahore-III,NA-120,Mr Muhammad Pervaiz Malik,Pakistan Muslim League(N),33741,71987,819,72806,232800,31.27
Lahore,Lahore-III,NA-120,Mirza Ahtesham Yousaf Baig,Independent,49,71987,819,72806,232800,31.27
Lahore,Lahore-III,NA-120,Mian Sumeer Atta Ullah,Independent,273,71987,819,72806,232800,31.27
Lahore,Lahore-III,NA-120,Mian Mohammad Ashraf,Pakistan Muslim League(QA),15085,71987,819,72806,232800,31.27
Lahore,Lahore-III,NA-120,Nawab Doctor Ambar Shahzada,Independent,58,71987,819,72806,232800,31.27
Lahore,Lahore-IV,NA-121,Chaudhry Ishtiaq Ahmed Minhas,Independent,131,80232,1686,81918,256605,31.92
Lahore,Lahore-IV,NA-121,Mr Hassan Mir Qadri,Independent,162,80232,1686,81918,256605,31.92
Lahore,Lahore-IV,NA-121,Rana Mashood Ahmad Khan,Independent,260,80232,1686,81918,256605,31.92
Lahore,Lahore-IV,NA-121,Robina Shaheen,Independent,81,80232,1686,81918,256605,31.92
Lahore,Lahore-IV,NA-121,Syed Zaeem Hussain Qadri,Independent,76,80232,1686,81918,256605,31.92
Lahore,Lahore-IV,NA-121,Mr Amir Saleem Bhatti,Pakistan Tehreek-e-Insaf,3373,80232,1686,81918,256605,31.92
Lahore,Lahore-IV,NA-121,Mr Faaiz Rahim Khan,Pakistan Muslim League(Z),12089,80232,1686,81918,256605,31.92
Lahore,Lahore-IV,NA-121,Mr Farid Ahmed Paracha,Muttahidda Majlis-e-Amal Pakistan,30326,80232,1686,81918,256605,31.92
Lahore,Lahore-IV,NA-121,Mian Muhammad Jehangir,Pakistan Muslim League(QA),17956,80232,1686,81918,256605,31.92
Lahore,Lahore-V,NA-122,Engineer Muhammad Saleem Ullah Khan,JamiatUlema-e-pakistan(Nifaz-e-Shariat),581,92009,1248,93257,279245,33.4
Lahore,Lahore-V,NA-122,Ch Ghulam Qadir,Pakistan Peoples Party Parliamentarians,17561,92009,1248,93257,279245,33.4
Lahore,Lahore-V,NA-122,Ch Muhammad Ali,Independent,3314,92009,1248,93257,279245,33.4
Lahore,Lahore-V,NA-122,Rana Zafar Ullah Khan Manj,Pakistan Awami Tehreek,613,92009,1248,93257,279245,33.4
Lahore,Lahore-V,NA-122,Sardar Ayaz Sadiq,Pakistan Muslim League(N),37531,92009,1248,93257,279245,33.4
Lahore,Lahore-V,NA-122,Mr Imran Khan,Pakistan Tehreek-e-Insaf,18638,92009,1248,93257,279245,33.4
Lahore,Lahore-V,NA-122,Mr Muhammad Amin Ch,Pakistan Muslim League(QA),12605,92009,1248,93257,279245,33.4
Lahore,Lahore-V,NA-122,Mian Asad Ata Ullah,Independent,141,92009,1248,93257,279245,33.4
Lahore,Lahore-V,NA-122,Mr Haroon Akhtar Khan,Independent,50,92009,1248,93257,279245,33.4
Lahore,Lahore-V,NA-122,Mr Humayun Akhtar Khan,Independent,65,92009,1248,93257,279245,33.4
Lahore,Lahore-VI,NA-123,Engineer Muhammad Saleem Ullah Khan,Independent,774,66805,1046,67851,262987,25.8
Lahore,Lahore-VI,NA-123,Haji Muhammad Saeed Arain,Pakistan Tehreek-e-Insaf,2757,66805,1046,67851,262987,25.8
Lahore,Lahore-VI,NA-123,Mr Tariq Waheed Butt,Pakistan Peoples Party Parliamentarians,19591,66805,1046,67851,262987,25.8
Lahore,Lahore-VI,NA-123,Mr Mujtaba Shuja-ul-Rehman,Independent,998,66805,1046,67851,262987,25.8
Lahore,Lahore-VI,NA-123,Makhdoom Muhammad Javaid Hashmi,Pakistan Muslim League(N),30372,66805,1046,67851,262987,25.8
Lahore,Lahore-VI,NA-123,Mian Ahmad Meraj,Independent,359,66805,1046,67851,262987,25.8
Lahore,Lahore-VI,NA-123,Mian Abdul Waheed,Pakistan Muslim League(QA),9579,66805,1046,67851,262987,25.8
Lahore,Lahore-VII,NA-124,Begum Rukhsana Shakeel Ahmed,Independent,226,76491,1374,77865,255757,30.44
Lahore,Lahore-VII,NA-124,Mr Khurram Rohail Asghar,Pakistan Muslim League(QA),23110,76491,1374,77865,255757,30.44
Lahore,Lahore-VII,NA-124,Mr Tahir Mehmood Ch ,Pakistan Tehreek-e-Insaf,1204,76491,1374,77865,255757,30.44
Lahore,Lahore-VII,NA-124,Allama Muhammad Abid Jalali,Muttahidda Majlis-e-Amal Pakistan,23974,76491,1374,77865,255757,30.44
Lahore,Lahore-VII,NA-124,Mr Farooq Tariq,Labour Party Pakistan,515,76491,1374,77865,255757,30.44
Lahore,Lahore-VII,NA-124,Mian Abdul Waheed,Independent,390,76491,1374,77865,255757,30.44
Lahore,Lahore-VIII,NA-125,Eng Muhammad Sleem Ullah Khan,Independent,544,75593,1120,76713,255313,30.05
Lahore,Lahore-VIII,NA-125,Mr Air Marshal ® Syed Shahid Zulfiqar Ali,Pakistan Tehreek-e-Insaf,6343,75593,1120,76713,255313,30.05
Lahore,Lahore-VIII,NA-125,Professor Aftab Lodhi,Pakistan Awami Tehrik-e-Inqilab,75,75593,1120,76713,255313,30.05
Lahore,Lahore-VIII,NA-125,Sheikh Mushtaq Hussain,Awami Qiadat Party,203,75593,1120,76713,255313,30.05
Lahore,Lahore-VIII,NA-125,Mr Tahir Mehmood Padhihar,Pakistan Peoples party(Shaheed Bhutto),133,75593,1120,76713,255313,30.05
Lahore,Lahore-VIII,NA-125,Qari Habib-Ur-Rehman Madni,Muttahidda Majlis-e-Amal Pakistan,1445,75593,1120,76713,255313,30.05
Lahore,Lahore-VIII,NA-125,Mr Muhammad Akram Zaki,Pakistan Muslim League(N),21186,75593,1120,76713,255313,30.05
Lahore,Lahore-VIII,NA-125,Mr Muahmmad Naveed Ch ,Pakistan Peoples Party Parliamentarians,21152,75593,1120,76713,255313,30.05
Lahore,Lahore-VIII,NA-125,Mian Abdul Waheed,Independent,175,75593,1120,76713,255313,30.05
Lahore,Lahore-VIII,NA-125,Maj ® Akhtar Shah Advocate,Independent,66,75593,1120,76713,255313,30.05
Lahore,Lahore-VIII,NA-125,Mr Naveed Gulzar,Independent,267,75593,1120,76713,255313,30.05
Lahore,Lahore-VIII,NA-125,Mr Hamayun Akhtar Khan,Pakistan Muslim League(QA),22405,75593,1120,76713,255313,30.05
Lahore,Lahore-IX,NA-126,Dr Shahid Siddique Khan,Pakistan Tehreek-e-Insaf,12354,86117,1406,87523,271325,32.26
Lahore,Lahore-IX,NA-126,Syed Ahmed Saeed Karmani,Pakistan Muslim League(J),486,86117,1406,87523,271325,32.26
Lahore,Lahore-IX,NA-126,Mr Tariq Badruddian Bandey,Pakistan Muslim League(QA),13838,86117,1406,87523,271325,32.26
Lahore,Lahore-IX,NA-126,Allama Zubair Ahmad Zaheer,Markazi Jamat-al-Hadais,43,86117,1406,87523,271325,32.26
Lahore,Lahore-IX,NA-126,Mr Fakhar Zaman,Pakistan Peoples Party Parliamentarians,14107,86117,1406,87523,271325,32.26
Lahore,Lahore-IX,NA-126,Mr Liaqat Balouch,Muttahidda Majlis-e-Amal Pakistan,43679,86117,1406,87523,271325,32.26
Lahore,Lahore-IX,NA-126,Mr Muhammad Ilyas,Independent,59,86117,1406,87523,271325,32.26
Lahore,Lahore-IX,NA-126,Mr Muhammad Duryab Yousaf Qureshi Alhasmi,Independent,467,86117,1406,87523,271325,32.26
Lahore,Lahore-IX,NA-126,Maj ® Faisal Naseer Khan,Independent,32,86117,1406,87523,271325,32.26
Lahore,Lahore-X,NA-127,Ch Naseer Ahmed Bhutta,Pakistan Muslim League(N),18271,78316,1552,79868,237065,33.69
Lahore,Lahore-X,NA-127,Dr Usman Malik,Pakistan Tehreek-e-Insaf,2187,78316,1552,79868,237065,33.69
Lahore,Lahore-X,NA-127,Dr Muhammad Tahir-ul-Qadri,Pakistan Awami Tehreek,24949,78316,1552,79868,237065,33.69
Lahore,Lahore-X,NA-127,Mr Abdul Aleem Khan,Pakistan Muslim League(QA),20545,78316,1552,79868,237065,33.69
Lahore,Lahore-X,NA-127,Mr Muhammad Duryab Yousaf Qureshi Al-Hashmi,Independent,161,78316,1552,79868,237065,33.69
Lahore,Lahore-XI,NA-128,Sardar Kamil Umar,Pakistan Muslim League(N),29682,92656,3034,95690,244140,39.19
Lahore,Lahore-XI,NA-128,Mr Muhammad Yasir Ghufran,Independent,2132,92656,3034,95690,244140,39.19
Lahore,Lahore-XI,NA-128,Malik Jangir Hussain Bara,Independent,570,92656,3034,95690,244140,39.19
Lahore,Lahore-XI,NA-128,Malik Zaheer Abbas Advocate,Pakistan Peoples Party Parliamentarians,31175,92656,3034,95690,244140,39.19
Lahore,Lahore-XI,NA-128,Mr Wazir Ali Bhatti Advocate,Pakistan Muslim League(QA),26652,92656,3034,95690,244140,39.19
Lahore,Lahore-XII,NA-129,Dr Ch Zahid Akram Nat,Pakistan Peoples Party Parliamentarians,17314,78639,2349,80988,211530,38.29
Lahore,Lahore-XII,NA-129,Sardar Arif Rashid,Pakistan Muslim League(N),20111,78639,2349,80988,211530,38.29
Lahore,Lahore-XII,NA-129,Mr Tariq Shabir,Independent,616,78639,2349,80988,211530,38.29
Lahore,Lahore-XII,NA-129,Mr Muhammad Ashraf Asim,Independent,736,78639,2349,80988,211530,38.29
Lahore,Lahore-XII,NA-129,Major ® Habibullah Waraich,Pakistan Muslim League(QA),39420,78639,2349,80988,211530,38.29
Lahore,Lahore-XII,NA-129,Major ® Muhammad Rab Nawaz Advocate,Pakistan Tehreek-e-Insaf,333,78639,2349,80988,211530,38.29
Lahore,Lahore-XIII,NA-130,Mrs Samina Khalid Ghurki,Pakistan Peoples Party Parliamentarians,46095,84078,2108,86186,232372,37.09
Lahore,Lahore-XIII,NA-130,Mr Khadim Hussain Bhatti Advocate,Pakistan Tehreek-e-Insaf,1346,84078,2108,86186,232372,37.09
Lahore,Lahore-XIII,NA-130,Mr Waqar Nadeem Waraich,Muttahidda Majlis-e-Amal Pakistan,3146,84078,2108,86186,232372,37.09
Sheikhupura,Sheikhupura-I,NA-131,Rana Afzaal Hussain,Independent,3075,104669,3847,108516,257446,42.15
Sheikhupura,Sheikhupura-I,NA-131,Rana Tanveer Hussain,Pakistan Muslim League(N),35469,104669,3847,108516,257446,42.15
Sheikhupura,Sheikhupura-I,NA-131,Mr Nisar Ahmad Pannoun Advocate,Pakistan Peoples Party Parliamentarians,24426,104669,3847,108516,257446,42.15
Sheikhupura,Sheikhupura-II,NA-132,Rana Ijaz Hussain,Independent,173,101681,2461,104142,251788,41.36
Sheikhupura,Sheikhupura-II,NA-132,Mr Sajid Ali Awan Advocate ,Pakistan Peoples Party Parliamentarians,8514,101681,2461,104142,251788,41.36
Sheikhupura,Sheikhupura-II,NA-132,Mr Zafar Ullah Khan Chadher,Independent,99,101681,2461,104142,251788,41.36
Sheikhupura,Sheikhupura-II,NA-132,Mr Farukh Jathol,Independent,310,101681,2461,104142,251788,41.36
Sheikhupura,Sheikhupura-II,NA-132,Mian Jalil Ahmad Sharkpuri,Pakistan Muslim League(N),51159,101681,2461,104142,251788,41.36
Sheikhupura,Sheikhupura-II,NA-132,Mian Muhammad Azhir,Pakistan Muslim League(QA),41224,101681,2461,104142,251788,41.36
Sheikhupura,Sheikhupura-III,NA-133,Ch Nazir Ahmad Virk,Muttahidda Majlis-e-Amal Pakistan,14355,87582,3795,91377,230454,39.65
Sheikhupura,Sheikhupura-III,NA-133,Doctor Muhammad Ashraf Ghuman,Independent,1667,87582,3795,91377,230454,39.65
Sheikhupura,Sheikhupura-III,NA-133,Sh Muhammad Jameel ,Independent,789,87582,3795,91377,230454,39.65
Sheikhupura,Sheikhupura-III,NA-133,Mr Inayat Ali Bhatti,Pakistan Tehreek-e-Insaf,469,87582,3795,91377,230454,39.65
Sheikhupura,Sheikhupura-III,NA-133,Mr Muhammad Balal Virk,Independent,614,87582,3795,91377,230454,39.65
Sheikhupura,Sheikhupura-III,NA-133,Mr Muhammad Saeed Virk,Pakistan Muslim League(QA),30105,87582,3795,91377,230454,39.65
Sheikhupura,Sheikhupura-III,NA-133,Malik Mushtaq Ahmad,Pakistan Peoples Party Parliamentarians,11111,87582,3795,91377,230454,39.65
Sheikhupura,Sheikhupura-III,NA-133,Mr Mumtaz Mehmood Khan,Independent,76,87582,3795,91377,230454,39.65
Sheikhupura,Sheikhupura-III,NA-133,Mian Abdul Rauf,Pakistan Awami Tehreek,2776,87582,3795,91377,230454,39.65
Sheikhupura,Sheikhupura-III,NA-133,Mian Muhammad Munawar Latif ,Pakistan Muslim League(N),24869,87582,3795,91377,230454,39.65
Sheikhupura,Sheikhupura-IV,NA-134,Rai Ijaz Ahmad Khan,Independent,1533,110106,3773,113879,247581,46
Sheikhupura,Sheikhupura-IV,NA-134,Sardar Muhammad Arfan Dogar ,Pakistan Muslim League(N),32113,110106,3773,113879,247581,46
Sheikhupura,Sheikhupura-IV,NA-134,Mr Sohail Anwar Manj,Independent,133,110106,3773,113879,247581,46
Sheikhupura,Sheikhupura-IV,NA-134,Mr Shahbaz Ahmad Virk Advocate,Independent,203,110106,3773,113879,247581,46
Sheikhupura,Sheikhupura-IV,NA-134,Mr Muhammad Afzal Gojar Advocate,Independent,147,110106,3773,113879,247581,46
Sheikhupura,Sheikhupura-IV,NA-134,Mr Muhammad Javed Bhatti,Pakistan Muslim League(QA),31609,110106,3773,113879,247581,46
Sheikhupura,Sheikhupura-IV,NA-134,Mr Muhammad Ramzan Hanjra Advocate,Independent,295,110106,3773,113879,247581,46
Sheiklhupura,Sheiklhupura-V,NA-135,Ch Mluhammad Bargees Tahir,Pakistan Muslim League(N),30609,117588,3365,120953,247790,48.81
Sheiklhupura,Sheiklhupura-V,NA-135,Malik Maqsood Ahmed Awan Advocate,Pakistan Muslim League(J),308,117588,3365,120953,247790,48.81
Sheiklhupura,Sheiklhupura-V,NA-135,Mr Muhammad Adil,Independent,271,117588,3365,120953,247790,48.81
Sheiklhupura,Sheiklhupura-V,NA-135,Mian Shamim Haider,Pakistan Muslim League(QA),47404,117588,3365,120953,247790,48.81
Sheiklhupura,Sheiklhupura-V,NA-135,Mian Aoun Muhammad Dogar,Independent,320,117588,3365,120953,247790,48.81
Sheiklhupura,Sheiklhupura-V,NA-135,Mian Mushtaq Hussain Dogar,Pakistan Peoples Party Parliamentarians,37556,117588,3365,120953,247790,48.81
Sheikhupura,Sheikhupura-VI,NA-136,Mr Bilal Ahmad Virk,Pakistan Muslim League(QA),63617,120650,4022,124672,268674,46.4
Sheikhupura,Sheikhupura-VI,NA-136,Ch Walayat Ali Advocate,Pakistan Muslim League(N),15352,120650,4022,124672,268674,46.4
Sheikhupura,Sheikhupura-VI,NA-136,Syed Muhammmad Akbar Shah,Pakistan Peoples Party Parliamentarians,40704,120650,4022,124672,268674,46.4
Sheikhupura,Sheikhupura-VI,NA-136,Mr Waqas Ahmad Virk,Independent,650,120650,4022,124672,268674,46.4
Sheikhupura,Sheikhupura-VII,NA-137,Rana Muhammad Afzal Khan,Independent,183,125292,3497,128789,279668,46.05
Sheikhupura,Sheikhupura-VII,NA-137,Rai Bashir Ahmad Khan Bhatti ,Independent,2660,125292,3497,128789,279668,46.05
Sheikhupura,Sheikhupura-VII,NA-137,Rai Muhammad Hayat Kharal,Pakistan Muslim League(N),6442,125292,3497,128789,279668,46.05
Sheikhupura,Sheikhupura-VII,NA-137,Rai Mansab Ali Khan,Pakistan Muslim League(QA),61506,125292,3497,128789,279668,46.05
Sheikhupura,Sheikhupura-VII,NA-137,Allama Rai Zafar Ali,Tehreek Hussainia Pakistan,616,125292,3497,128789,279668,46.05
Sheikhupura,Sheikhupura-VII,NA-137,Col ® Muhammad Nisar Ahmed Khan ,Pakistan Peoples Party Parliamentarians,53783,125292,3497,128789,279668,46.05
Kasur,Kasur-I,NA-138,Ch Muhammad Arif Sindhu,National Alliance,1394,116211,3545,119756,245303,48.82
Kasur,Kasur-I,NA-138,Dr Sahibzada Abu-al-Khair Muhammad Zubair,Muttahidda Majlis-e-Amal Pakistan,11408,116211,3545,119756,245303,48.82
Kasur,Kasur-I,NA-138,Rao Mazhar Hayat khan,Pakistan Muslim League(N),33326,116211,3545,119756,245303,48.82
Kasur,Kasur-I,NA-138,Sardar Tufail Ahmad Khan,Pakistan Muslim League(QA),39781,116211,3545,119756,245303,48.82
Kasur,Kasur-I,NA-138,Mr Faaiz Rahim Khan ,Independent,81,116211,3545,119756,245303,48.82
Kasur,Kasur-I,NA-138,Mr Muhammad Ishfaq,Independent,51,116211,3545,119756,245303,48.82
Kasur,Kasur-I,NA-138,Mr Muhammad Ejaz ul Haq ,Pakistan Muslim League(Z),179,116211,3545,119756,245303,48.82
Kasur,Kasur-I,NA-138,Mr Muhammad Anwar Khalid,Independent,945,116211,3545,119756,245303,48.82
Kasur,Kasur-I,NA-138,Malik Akhtar Hussain Noul ,Pakistan Peoples Party Parliamentarians,24835,116211,3545,119756,245303,48.82
Kasur,Kasur-I,NA-138,Mian Shabbir Ahmad ,Independent,446,116211,3545,119756,245303,48.82
Kasur,Kasur-I,NA-138,Major ® Habib ul Rehman Khan Meo Advocate,Independent,265,116211,3545,119756,245303,48.82
Kasur,Kasur-I,NA-138,Major ® Rana Abdul Ghaffar,Independent,3361,116211,3545,119756,245303,48.82
Kasur,Kasur-II,NA-139,Ch Sohail Masood,Independent,544,100130,3058,103188,266294,38.75
Kasur,Kasur-II,NA-139,Ch Muhammad Sharif Zahid Advocate,Independent,722,100130,3058,103188,266294,38.75
Kasur,Kasur-II,NA-139,Ch Manzoor Ahmad,Pakistan Peoples Party Parliamentarians,28732,100130,3058,103188,266294,38.75
Kasur,Kasur-II,NA-139,Sardar Asif Ahmad Ali,Independent,647,100130,3058,103188,266294,38.75
Kasur,Kasur-II,NA-139,Sardar Haroon Ahmad Ali,Independent,152,100130,3058,103188,266294,38.75
Kasur,Kasur-II,NA-139,Syeda Nelofar Qasim Mehdi,Independent,25137,100130,3058,103188,266294,38.75
Kasur,Kasur-II,NA-139,Sh Waseem Akhtar,Pakistan Muslim League(N),25007,100130,3058,103188,266294,38.75
Kasur,Kasur-II,NA-139,Mr Abdul Karim Chaudhry,Muttahidda Majlis-e-Amal Pakistan,1613,100130,3058,103188,266294,38.75
Kasur,Kasur-II,NA-139,Mian Khurshid Mehmood Kasuri ,Pakistan Muslim League(QA),16881,100130,3058,103188,266294,38.75
Kasur,Kasur-II,NA-139,Major (R) Habib ur Rehman Khan Meo Advocate,Independent,163,100130,3058,103188,266294,38.75
Kasur,Kasur-III,NA-140,Mr Sahibzada Ahmad Raza Khan Kasuri,Pakistan Tehreek-e-Insaf,1628,119741,4130,123871,263273,47.05
Kasur,Kasur-III,NA-140,Molana Moeen Ud Din Lakhvi,Independent,49399,119741,4130,123871,263273,47.05
Kasur,Kasur-III,NA-140,Mian Khursheed Mehmood Kasuri,Pakistan Muslim League(QA),50318,119741,4130,123871,263273,47.05
Kasur,Kasur-III,NA-140,Mian Mukhtar Ahmad,Muttahidda Majlis-e-Amal Pakistan,17229,119741,4130,123871,263273,47.05
Kasur,Kasur-IV,NA-141,Rana Mohd Ishaque Khan,Pakistan Muslim League(N),42518,107743,3189,110932,256425,43.26
Kasur,Kasur-IV,NA-141,Rana Mohd Hayat Khan,Independent,348,107743,3189,110932,256425,43.26
